,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532197,-1.6257996059973276,1.048152463787993,0.9356890228558145,-0.9173971911208799,1.0277828016346404,-0.831538756846784,-1.4712378392212737,0.5151837567101395,0.44949780610587375,-1.2428653296897725,-0.16977154173901676,-0.8593278959332593,-0.2631050601728764,1.3611262092671141,-0.6554178052059595,0.8885248839463723,0.09972378231787943,-0.4706070616459867,0.0125518233728514,0.19236575834512368,0.19905456065959629,-0.5028907362905525,0.22833715281572187,-0.35274428851833767,3
1,-4.356073800672282,-0.06828908459609859,2.016173878959256,1.5167825598014224,0.418864150088178,-0.5825346369820035,-1.7148938853698812,0.026680837075243623,0.9852777261265739,0.8307246040106275,-1.7235565666115376,1.1714812044902856,0.26557498836325905,0.27642533124810037,0.13361474257891123,-0.15766363626193455,0.5058845381894601,-0.35913419592113627,0.42080304643849076,-0.9290580163248219,-0.4950405840809845,0.30601854863834993,-0.888367129495439,-0.23723598586242559,-0.7100424708480796,3
2,-4.2431805938977725,2.560961621101436,4.363071909949562,-0.18253227544735184,-1.7738799941323447,-0.3628731387993046,-0.4315275679412748,1.3080317997112505,0.4497808964476472,1.9575299671388149,0.1893549597981852,2.2900691037933045,-1.1978075888104713,0.13115984063522246,0.7868889415959635,-1.2679364705251337,-0.6246276084927445,0.504682745375396,0.5591949379479787,0.08161800299329929,-0.2560915179478371,-0.24287228736992728,-0.43472444005322236,-0.3567238250733024,0.6469960383195552,4
3,3.013748482440458,0.7259831169811145,2.3266720730715287,3.288182786445366,2.30957360256693,1.9099851671963572,1.083119155211028,-0.2267864757241847,-0.11298768769646028,-0.19113155606157994,-0.13919677632124022,-1.4086158340271664,-0.38401990096410843,1.1510026166434448,0.5049615044176775,1.558103681589937,-0.2735009921864428,0.8912814596989448,-1.5335828820389548,0.7000661880153732,0.11340176353335762,-0.1864384826977063,-0.5660170999849243,-0.06606873024938498,-0.5000483553247185,3
4,-4.246564872071633,5.966600449714766,-0.24630205734891872,0.7899785226475773,2.0967612555031923,-1.7123393665878424,0.7690247723746904,-0.5169497160801114,0.7885774242556376,1.125638261010068,-1.642460131054974,0.14282769628738912,-0.7278650435412151,-0.05162604892070153,-1.509515928581708,0.6522736700912977,0.6141788039500221,-0.29579284753960383,0.970468556232995,-1.1799837743718717,0.7938592310678597,-0.10704606740134648,-0.21816737377287065,0.45697289805368474,-0.14789420816694646,3
5,-3.337251008789022,-1.7363754334268,1.090928120298816,-0.373789503930322,-1.4838690322599846,-0.5640975174225927,-1.7118322330669062,1.1776294475661626,0.2760563117432642,1.3307524663797277,2.0130721316484,1.6792984160899305,1.5431334228600853,0.10692917646754838,1.192552059663,0.6094781185388346,0.32291027230970487,-0.06024485108494316,-0.6781069783718782,1.150712102733094,0.32561146833414145,-0.2504169129548602,-0.30822053143154876,0.4110454907505942,-0.09073593361741306,4
6,-0.342801110472198,4.416655794839529,-1.3269348641361738,1.2799355562059846,-0.5828017018310427,-0.0816767456163433,-0.857099814244296,-0.5981980664046896,0.9379436495837272,0.31126629842791564,-1.125389995798776,1.332150735582595,-0.4790621084846371,-0.3893377717565885,-1.787372692270975,-0.5291513320179464,0.4890406199325451,-0.2584317224537558,0.8835046382509257,-0.7605468075424893,0.6604433014666219,0.09113044461021858,-0.35461009598465726,0.4312595060595325,-0.21099707709517007,3
7,-3.284098380596808,3.9887517004497632,0.05900996699948623,-0.7409361204629099,-1.7106819493696337,-2.7414041449333113,0.5668557439105062,-1.467584795485291,-0.9256534439597458,-1.0324167444945138,1.5705815935033824,0.6504429673448909,0.8048971414544849,-0.19115177459430985,0.49113856634858477,-0.10986645700828003,-0.9949815396623628,1.6421098015832691,-0.24795161171661673,-0.6344971087062792,0.13821034493205647,0.26042259462460216,0.234860803632473,-1.108788699164516,0.36236775703526974,3
8,-3.1340831093564883,6.285827528876237,0.41512011689116257,-0.8524232283818393,-0.20543842608339763,-1.3144941459084412,1.8319538591093216,1.5641070963637944,-1.6649931352491913,0.5661516853549546,-0.628340041771871,0.4996170242135818,-0.06452968886229607,0.435370349868257,1.120251153694838,-0.8775412595263278,-0.21157466017579096,-1.4588475048671947,0.8073654781438703,1.4731041642085143,0.6582076331931178,-0.7957829621579566,0.7759621129459316,-0.15199651985022408,-0.24284074179315113,3
9,-3.2975459958203346,1.7473883679807516,-1.4383459893766855,-1.179455228646651,1.1492139808723045,0.0444559416694081,-2.119581806893652,-0.5466358888723983,0.21021791947607174,-1.3555310609990565,1.276337612797122,-0.036878426882147826,-0.0028980602253130673,-0.008954432479211042,0.4662378466376196,-0.11151834126569873,-1.0419659987512977,-0.6721838274577139,-0.7561794862356673,-0.18942963572980473,0.26594011206083445,0.07939552040479918,0.6698369065117596,-0.4287239680615284,0.4213016990659893,3
10,-3.396978029279952,-0.5513475546742578,-0.43579087569186736,-0.317120398772503,0.8596750745359197,-0.2059978899216609,1.2417355645757258,-0.7499278812416702,0.7803875323181071,0.05892840167173462,-0.1694897839755197,0.09733872699409833,1.920462342973234,-0.24371369611449661,0.4554050798721271,0.588368033661514,-0.7451523697842567,1.1093013848603277,2.180666764435943,-0.1207491982917555,-0.07430579245033558,0.4291942969086777,-0.3098811607611222,0.3953880349654194,-0.15816926937851067,3
11,-4.079364482894809,6.983723658548217,2.574056492990683,0.10427619861531146,-0.4315848727830672,0.6237724308648267,-1.8259799844615658,-1.145665461159664,-0.39603915480269597,0.8528941815678871,-0.7900551459610515,0.0782962387934856,-0.31871446642043644,0.7093071418207596,0.9134938807154708,0.9900783600754471,0.6681705183650174,0.06256969707165304,-0.1860176226698243,1.141557962133921,-0.038609979553301726,2.3821660925437462,-0.35027555092550156,-1.24780404763011,-0.18470411744064236,3
